verif_code,userid,itemid,key_press,rt
fr24leyx5bjsly3fyr,220,22,2,15598
fr24leyx5bjsly3fyr,220,23,1,9907
fr24leyx5bjsly3fyr,220,24,1,4650
fr24leyx5bjsly3fyr,220,25,2,11353
fs1d7qcf7mfrkwtpww,221,1,2,5312
fs1d7qcf7mfrkwtpww,221,2,2,3594
fs1d7qcf7mfrkwtpww,221,3,2,2370
fs1d7qcf7mfrkwtpww,221,4,2,4387
fs1d7qcf7mfrkwtpww,221,5,2,3271
fs1d7qcf7mfrkwtpww,221,6,2,4776
fs1d7qcf7mfrkwtpww,221,7,2,5316
fs1d7qcf7mfrkwtpww,221,8,2,3669
fs1d7qcf7mfrkwtpww,221,9,2,3860
fs1d7qcf7mfrkwtpww,221,10,2,6279
fs1d7qcf7mfrkwtpww,221,11,1,4715
fs1d7qcf7mfrkwtpww,221,12,1,4300
fs1d7qcf7mfrkwtpww,221,13,2,8537
fs1d7qcf7mfrkwtpww,221,14,2,2152
fs1d7qcf7mfrkwtpww,221,15,1,3423
fs1d7qcf7mfrkwtpww,221,16,1,5227
fs1d7qcf7mfrkwtpww,221,17,1,3942
fs1d7qcf7mfrkwtpww,221,18,2,12296
fs1d7qcf7mfrkwtpww,221,19,2,4356
fs1d7qcf7mfrkwtpww,221,20,1,3398
fs1d7qcf7mfrkwtpww,221,21,2,4979
fs1d7qcf7mfrkwtpww,221,22,1,6740
fs1d7qcf7mfrkwtpww,221,23,2,6186
fs1d7qcf7mfrkwtpww,221,24,2,3228
fs1d7qcf7mfrkwtpww,221,25,2,4449
fvvg3msyfpno8yrqjn,222,1,1,2375
fvvg3msyfpno8yrqjn,222,2,2,4198
fvvg3msyfpno8yrqjn,222,3,2,1818
fvvg3msyfpno8yrqjn,222,4,1,2481
fvvg3msyfpno8yrqjn,222,5,1,4164
fvvg3msyfpno8yrqjn,222,6,2,5043
fvvg3msyfpno8yrqjn,222,7,2,6056
fvvg3msyfpno8yrqjn,222,8,2,6750
fvvg3msyfpno8yrqjn,222,9,2,2656
fvvg3msyfpno8yrqjn,222,10,1,1767
fvvg3msyfpno8yrqjn,222,11,2,2287
fvvg3msyfpno8yrqjn,222,12,2,1836
fvvg3msyfpno8yrqjn,222,13,2,2475
fvvg3msyfpno8yrqjn,222,14,1,3508
fvvg3msyfpno8yrqjn,222,15,2,3634
fvvg3msyfpno8yrqjn,222,16,2,6819
fvvg3msyfpno8yrqjn,222,17,2,2654
fvvg3msyfpno8yrqjn,222,18,1,3935
fvvg3msyfpno8yrqjn,222,19,2,1996
fvvg3msyfpno8yrqjn,222,20,1,6873
fvvg3msyfpno8yrqjn,222,21,1,2186
fvvg3msyfpno8yrqjn,222,22,2,3790
fvvg3msyfpno8yrqjn,222,23,1,3328
fvvg3msyfpno8yrqjn,222,24,1,1765
fvvg3msyfpno8yrqjn,222,25,2,2123
fx10ld3y6hj7wv1x67,223,1,2,2623
fx10ld3y6hj7wv1x67,223,2,1,3310
fx10ld3y6hj7wv1x67,223,3,2,5839
fx10ld3y6hj7wv1x67,223,4,1,3102
fx10ld3y6hj7wv1x67,223,5,1,4132
fx10ld3y6hj7wv1x67,223,6,1,9451
fx10ld3y6hj7wv1x67,223,7,1,4481
fx10ld3y6hj7wv1x67,223,8,1,4973
fx10ld3y6hj7wv1x67,223,9,1,1513
fx10ld3y6hj7wv1x67,223,10,1,21169
fx10ld3y6hj7wv1x67,223,11,1,4196
fx10ld3y6hj7wv1x67,223,12,2,3207
fx10ld3y6hj7wv1x67,223,13,2,2404
fx10ld3y6hj7wv1x67,223,14,2,4249
fx10ld3y6hj7wv1x67,223,15,1,3412
fx10ld3y6hj7wv1x67,223,16,1,7656
fx10ld3y6hj7wv1x67,223,17,1,2389
fx10ld3y6hj7wv1x67,223,18,1,1466
fx10ld3y6hj7wv1x67,223,19,2,1365
fx10ld3y6hj7wv1x67,223,20,1,2122
fx10ld3y6hj7wv1x67,223,21,2,1571
fx10ld3y6hj7wv1x67,223,22,2,6015
fx10ld3y6hj7wv1x67,223,23,1,2728
fx10ld3y6hj7wv1x67,223,24,1,1174
g14leq1o5h4deebv5m,224,1,2,3026
g14leq1o5h4deebv5m,224,2,2,3123
g14leq1o5h4deebv5m,224,3,1,1819
g14leq1o5h4deebv5m,224,4,1,3536
g14leq1o5h4deebv5m,224,5,2,2092
g14leq1o5h4deebv5m,224,6,2,2187
g14leq1o5h4deebv5m,224,7,2,3413
g14leq1o5h4deebv5m,224,8,1,3801
g14leq1o5h4deebv5m,224,9,2,1785
g14leq1o5h4deebv5m,224,10,2,1787
g14leq1o5h4deebv5m,224,11,2,2188
g14leq1o5h4deebv5m,224,12,2,3075
g14leq1o5h4deebv5m,224,13,2,2870
g14leq1o5h4deebv5m,224,14,1,1825
g14leq1o5h4deebv5m,224,15,2,2299
g14leq1o5h4deebv5m,224,16,2,3528
g14leq1o5h4deebv5m,224,17,2,1717
g14leq1o5h4deebv5m,224,18,1,4173
g14leq1o5h4deebv5m,224,19,2,2095
g14leq1o5h4deebv5m,224,20,2,3045
g14leq1o5h4deebv5m,224,21,2,3576
g14leq1o5h4deebv5m,224,22,2,2900
g14leq1o5h4deebv5m,224,23,2,2015
g14leq1o5h4deebv5m,224,24,2,1992
g14leq1o5h4deebv5m,224,25,1,3474
g48hr35gxg214b2lno,225,1,2,3149
g48hr35gxg214b2lno,225,2,2,4971
g48hr35gxg214b2lno,225,3,2,2998
g48hr35gxg214b2lno,225,4,1,3432
g48hr35gxg214b2lno,225,5,1,4876
g48hr35gxg214b2lno,225,6,2,2911
g48hr35gxg214b2lno,225,7,2,4044
g48hr35gxg214b2lno,225,8,2,4848
g48hr35gxg214b2lno,225,9,1,3245
g48hr35gxg214b2lno,225,10,2,3565
g48hr35gxg214b2lno,225,11,2,3172
g48hr35gxg214b2lno,225,12,2,3756
g48hr35gxg214b2lno,225,13,1,6239
g48hr35gxg214b2lno,225,14,2,3093
g48hr35gxg214b2lno,225,15,1,4311
g48hr35gxg214b2lno,225,16,2,3341
g48hr35gxg214b2lno,225,17,2,3487
g48hr35gxg214b2lno,225,18,2,3798
g48hr35gxg214b2lno,225,19,1,3787
g48hr35gxg214b2lno,225,20,1,4268
g48hr35gxg214b2lno,225,21,2,5559
g48hr35gxg214b2lno,225,22,1,3548
g48hr35gxg214b2lno,225,23,2,4070
g48hr35gxg214b2lno,225,24,1,2862
g48hr35gxg214b2lno,225,25,1,3678
g4hstlzq134o4e8d0u,226,1,1,1141
g4hstlzq134o4e8d0u,226,2,2,1922
g4hstlzq134o4e8d0u,226,3,2,1397
g4hstlzq134o4e8d0u,226,4,1,2099
g4hstlzq134o4e8d0u,226,5,1,1947
g4hstlzq134o4e8d0u,226,6,1,1791
g4hstlzq134o4e8d0u,226,7,2,1458
g4hstlzq134o4e8d0u,226,8,1,2783
g4hstlzq134o4e8d0u,226,9,1,3947
g4hstlzq134o4e8d0u,226,10,2,1522
g4hstlzq134o4e8d0u,226,11,1,2385
g4hstlzq134o4e8d0u,226,12,1,1698
g4hstlzq134o4e8d0u,226,13,2,2323
g4hstlzq134o4e8d0u,226,14,2,1590
g4hstlzq134o4e8d0u,226,15,2,1153
g4hstlzq134o4e8d0u,226,16,2,1311
g4hstlzq134o4e8d0u,226,17,2,1469
g4hstlzq134o4e8d0u,226,18,1,2267
g4hstlzq134o4e8d0u,226,19,2,1808
g4hstlzq134o4e8d0u,226,20,1,1770
g4hstlzq134o4e8d0u,226,21,1,1540
g4hstlzq134o4e8d0u,226,22,1,1961
g4hstlzq134o4e8d0u,226,23,1,2270
g4hstlzq134o4e8d0u,226,24,2,1324
g4hstlzq134o4e8d0u,226,25,1,1760
g56ejueqg8mh2aprao,227,1,1,2165
g56ejueqg8mh2aprao,227,2,2,2877
g56ejueqg8mh2aprao,227,3,2,5391
g56ejueqg8mh2aprao,227,4,2,2539
g56ejueqg8mh2aprao,227,5,1,3816
g56ejueqg8mh2aprao,227,6,1,2128
g56ejueqg8mh2aprao,227,7,2,3619
g56ejueqg8mh2aprao,227,8,1,3382
g56ejueqg8mh2aprao,227,9,1,2424
g56ejueqg8mh2aprao,227,10,1,3365
g56ejueqg8mh2aprao,227,11,1,3165
g56ejueqg8mh2aprao,227,12,1,3078
g56ejueqg8mh2aprao,227,13,1,7006
g56ejueqg8mh2aprao,227,14,2,4030
g56ejueqg8mh2aprao,227,15,1,2418
g56ejueqg8mh2aprao,227,16,2,2552
g56ejueqg8mh2aprao,227,17,2,3122
g56ejueqg8mh2aprao,227,18,1,3431
g56ejueqg8mh2aprao,227,19,2,3354
g56ejueqg8mh2aprao,227,20,2,2642
g56ejueqg8mh2aprao,227,21,1,2971
g56ejueqg8mh2aprao,227,22,1,3166
g56ejueqg8mh2aprao,227,23,1,3728
g56ejueqg8mh2aprao,227,24,1,1692
g56ejueqg8mh2aprao,227,25,1,4263
g8zrvbnpr044en9vr2,228,1,1,2037
g8zrvbnpr044en9vr2,228,2,2,3646
g8zrvbnpr044en9vr2,228,3,2,2842
g8zrvbnpr044en9vr2,228,4,1,1985
g8zrvbnpr044en9vr2,228,5,1,2476
g8zrvbnpr044en9vr2,228,6,1,1740
g8zrvbnpr044en9vr2,228,7,2,2105
g8zrvbnpr044en9vr2,228,8,1,2099
g8zrvbnpr044en9vr2,228,9,2,2163
g8zrvbnpr044en9vr2,228,10,2,3052
g8zrvbnpr044en9vr2,228,11,2,2545
g8zrvbnpr044en9vr2,228,12,1,1958
g8zrvbnpr044en9vr2,228,13,1,2245
g8zrvbnpr044en9vr2,228,14,2,2267
g8zrvbnpr044en9vr2,228,15,2,2893
g8zrvbnpr044en9vr2,228,16,2,4124
g8zrvbnpr044en9vr2,228,17,2,3553
g8zrvbnpr044en9vr2,228,18,2,2349
g8zrvbnpr044en9vr2,228,19,2,3527
g8zrvbnpr044en9vr2,228,20,1,2614
g8zrvbnpr044en9vr2,228,21,1,1569
g8zrvbnpr044en9vr2,228,22,1,5824
g8zrvbnpr044en9vr2,228,23,1,3267
g8zrvbnpr044en9vr2,228,24,1,2226
g8zrvbnpr044en9vr2,228,25,2,1746
gaw558wvv74pwludz8,229,1,2,5674
gaw558wvv74pwludz8,229,2,2,4543
gaw558wvv74pwludz8,229,3,2,5856
gaw558wvv74pwludz8,229,4,1,2641
gaw558wvv74pwludz8,229,5,1,2068
gaw558wvv74pwludz8,229,6,2,4199
gaw558wvv74pwludz8,229,7,2,6419
gaw558wvv74pwludz8,229,8,1,4737
gaw558wvv74pwludz8,229,9,2,2533
gaw558wvv74pwludz8,229,10,2,2889
gaw558wvv74pwludz8,229,11,2,4984
gaw558wvv74pwludz8,229,12,2,1939
gaw558wvv74pwludz8,229,13,2,6331
gaw558wvv74pwludz8,229,14,2,3443
gaw558wvv74pwludz8,229,15,2,1780
gaw558wvv74pwludz8,229,16,2,7281
gaw558wvv74pwludz8,229,17,1,5438
gaw558wvv74pwludz8,229,18,1,8585
gaw558wvv74pwludz8,229,19,2,2060
gaw558wvv74pwludz8,229,20,1,6825
gaw558wvv74pwludz8,229,21,1,5588
gaw558wvv74pwludz8,229,22,2,2955
gaw558wvv74pwludz8,229,23,2,11207
gaw558wvv74pwludz8,229,24,2,1956
gaw558wvv74pwludz8,229,25,1,7148
gf1d8c5fmzt6w1nq73,230,1,2,2846
gf1d8c5fmzt6w1nq73,230,2,2,5775
gf1d8c5fmzt6w1nq73,230,3,2,1942
gf1d8c5fmzt6w1nq73,230,4,2,2781
gf1d8c5fmzt6w1nq73,230,5,2,3038
gf1d8c5fmzt6w1nq73,230,6,2,3408
gf1d8c5fmzt6w1nq73,230,7,2,6789
gf1d8c5fmzt6w1nq73,230,8,1,5614
gf1d8c5fmzt6w1nq73,230,9,2,4364
gf1d8c5fmzt6w1nq73,230,10,2,2391
gf1d8c5fmzt6w1nq73,230,11,2,2958
gf1d8c5fmzt6w1nq73,230,12,2,4479
gf1d8c5fmzt6w1nq73,230,13,2,9735
gf1d8c5fmzt6w1nq73,230,14,1,2724
gf1d8c5fmzt6w1nq73,230,15,1,2823
gf1d8c5fmzt6w1nq73,230,16,2,4885
gf1d8c5fmzt6w1nq73,230,17,1,6463
gf1d8c5fmzt6w1nq73,230,18,1,2278
gf1d8c5fmzt6w1nq73,230,19,2,4013
gf1d8c5fmzt6w1nq73,230,20,1,7029
gf1d8c5fmzt6w1nq73,230,21,2,2302
gf1d8c5fmzt6w1nq73,230,22,1,1958
gf1d8c5fmzt6w1nq73,230,23,2,4743
gf1d8c5fmzt6w1nq73,230,24,2,1919
gf1d8c5fmzt6w1nq73,230,25,2,3021
gh20o0f630lz1xzcc6,231,1,2,2174
gh20o0f630lz1xzcc6,231,2,2,2384
gh20o0f630lz1xzcc6,231,3,1,2549
gh20o0f630lz1xzcc6,231,4,1,2677
gh20o0f630lz1xzcc6,231,5,1,1870
gh20o0f630lz1xzcc6,231,6,1,1809
gh20o0f630lz1xzcc6,231,7,2,3024
gh20o0f630lz1xzcc6,231,8,2,1809
gh20o0f630lz1xzcc6,231,9,2,1947
gh20o0f630lz1xzcc6,231,10,2,1941
gh20o0f630lz1xzcc6,231,11,2,7427
gh20o0f630lz1xzcc6,231,12,2,3315
gh20o0f630lz1xzcc6,231,13,2,2681
gh20o0f630lz1xzcc6,231,14,2,3621
gh20o0f630lz1xzcc6,231,15,1,2633
gh20o0f630lz1xzcc6,231,16,1,4682
gh20o0f630lz1xzcc6,231,17,2,3478
gh20o0f630lz1xzcc6,231,18,1,3122
gh20o0f630lz1xzcc6,231,19,2,2150
gh20o0f630lz1xzcc6,231,20,1,3193
gh20o0f630lz1xzcc6,231,21,2,1686
gh20o0f630lz1xzcc6,231,22,1,3332
gh20o0f630lz1xzcc6,231,23,1,4198
gh20o0f630lz1xzcc6,231,24,2,2035
gh20o0f630lz1xzcc6,231,25,2,2386
gsg01nfundx0nw5u2a,232,1,1,1642
gsg01nfundx0nw5u2a,232,2,2,5308
gsg01nfundx0nw5u2a,232,3,2,2803
gsg01nfundx0nw5u2a,232,4,1,2772
gsg01nfundx0nw5u2a,232,5,1,1655
gsg01nfundx0nw5u2a,232,6,1,1343
gsg01nfundx0nw5u2a,232,7,2,2281
gsg01nfundx0nw5u2a,232,8,1,1880
gsg01nfundx0nw5u2a,232,9,1,1606
gsg01nfundx0nw5u2a,232,10,2,2559
gsg01nfundx0nw5u2a,232,11,2,3388
gsg01nfundx0nw5u2a,232,12,1,3916
gsg01nfundx0nw5u2a,232,13,1,1974
gsg01nfundx0nw5u2a,232,14,2,2535
gsg01nfundx0nw5u2a,232,15,1,3195
gsg01nfundx0nw5u2a,232,16,2,3846
gsg01nfundx0nw5u2a,232,17,2,9748
gsg01nfundx0nw5u2a,232,18,2,1860
gsg01nfundx0nw5u2a,232,19,2,1515
gsg01nfundx0nw5u2a,232,20,2,2961
gsg01nfundx0nw5u2a,232,21,1,3446
gsg01nfundx0nw5u2a,232,22,2,3877
gsg01nfundx0nw5u2a,232,23,1,2268
gsg01nfundx0nw5u2a,232,24,1,1364
gsg01nfundx0nw5u2a,232,25,2,4415
gwzr0zczpgmvocdwg9,233,1,2,6032
gwzr0zczpgmvocdwg9,233,2,2,4501
gwzr0zczpgmvocdwg9,233,3,1,3921
gwzr0zczpgmvocdwg9,233,4,1,4772
gwzr0zczpgmvocdwg9,233,5,1,7134
gwzr0zczpgmvocdwg9,233,6,1,6959
gwzr0zczpgmvocdwg9,233,7,2,4574
gwzr0zczpgmvocdwg9,233,8,1,2461
gwzr0zczpgmvocdwg9,233,9,1,1856
gwzr0zczpgmvocdwg9,233,10,2,9603
gwzr0zczpgmvocdwg9,233,11,2,5637
gwzr0zczpgmvocdwg9,233,12,1,8142
gwzr0zczpgmvocdwg9,233,13,2,8475
gwzr0zczpgmvocdwg9,233,14,2,4354
gwzr0zczpgmvocdwg9,233,15,1,3441
gwzr0zczpgmvocdwg9,233,16,2,4238
gwzr0zczpgmvocdwg9,233,17,1,3595
gwzr0zczpgmvocdwg9,233,18,2,3125
gwzr0zczpgmvocdwg9,233,19,2,2825
gwzr0zczpgmvocdwg9,233,20,1,3158
gwzr0zczpgmvocdwg9,233,21,2,4908
gwzr0zczpgmvocdwg9,233,22,1,2842
gwzr0zczpgmvocdwg9,233,23,1,2362
gwzr0zczpgmvocdwg9,233,24,2,3154
gwzr0zczpgmvocdwg9,233,25,1,6655
gy2jbt523qvqfoc3ut,234,1,1,2829
gy2jbt523qvqfoc3ut,234,2,2,3223
gy2jbt523qvqfoc3ut,234,3,1,2512
gy2jbt523qvqfoc3ut,234,4,1,2387
gy2jbt523qvqfoc3ut,234,5,1,2265
gy2jbt523qvqfoc3ut,234,6,1,3092
gy2jbt523qvqfoc3ut,234,7,2,5392
gy2jbt523qvqfoc3ut,234,8,1,3134
gy2jbt523qvqfoc3ut,234,9,2,2355
gy2jbt523qvqfoc3ut,234,10,2,2448
gy2jbt523qvqfoc3ut,234,11,2,2718
gy2jbt523qvqfoc3ut,234,12,2,2288
gy2jbt523qvqfoc3ut,234,13,2,2677
gy2jbt523qvqfoc3ut,234,14,2,2945
gy2jbt523qvqfoc3ut,234,15,2,3283
gy2jbt523qvqfoc3ut,234,16,2,2997
gy2jbt523qvqfoc3ut,234,17,2,5421
gy2jbt523qvqfoc3ut,234,18,1,2744
gy2jbt523qvqfoc3ut,234,19,2,3692
gy2jbt523qvqfoc3ut,234,20,2,2556
gy2jbt523qvqfoc3ut,234,21,1,3433
gy2jbt523qvqfoc3ut,234,22,1,5561
gy2jbt523qvqfoc3ut,234,23,1,3981
gy2jbt523qvqfoc3ut,234,24,2,3409
gy2jbt523qvqfoc3ut,234,25,2,7991
gyyk2uxxb8g7d79c0m,235,1,1,1842
gyyk2uxxb8g7d79c0m,235,2,1,3083
gyyk2uxxb8g7d79c0m,235,3,2,3301
gyyk2uxxb8g7d79c0m,235,4,1,2950
gyyk2uxxb8g7d79c0m,235,5,1,4675
gyyk2uxxb8g7d79c0m,235,6,1,3599
gyyk2uxxb8g7d79c0m,235,7,2,3644
gyyk2uxxb8g7d79c0m,235,8,1,3956
gyyk2uxxb8g7d79c0m,235,9,2,2759
gyyk2uxxb8g7d79c0m,235,10,2,3934
gyyk2uxxb8g7d79c0m,235,11,2,4906
gyyk2uxxb8g7d79c0m,235,12,2,5242
gyyk2uxxb8g7d79c0m,235,13,1,5820
gyyk2uxxb8g7d79c0m,235,14,2,3100
gyyk2uxxb8g7d79c0m,235,15,1,2861
gyyk2uxxb8g7d79c0m,235,16,1,6268
gyyk2uxxb8g7d79c0m,235,17,2,3476
gyyk2uxxb8g7d79c0m,235,18,1,3264
gyyk2uxxb8g7d79c0m,235,19,2,3866
gyyk2uxxb8g7d79c0m,235,20,1,2742
gyyk2uxxb8g7d79c0m,235,21,1,1817
gyyk2uxxb8g7d79c0m,235,22,2,6068
gyyk2uxxb8g7d79c0m,235,23,1,9700
gyyk2uxxb8g7d79c0m,235,24,1,2744
gyyk2uxxb8g7d79c0m,235,25,2,3597
h68r5twdkadk7580x4,236,1,1,5046
h68r5twdkadk7580x4,236,2,2,6182
h68r5twdkadk7580x4,236,3,2,2349
h68r5twdkadk7580x4,236,4,1,3063
h68r5twdkadk7580x4,236,5,2,3574
h68r5twdkadk7580x4,236,6,1,1769
h68r5twdkadk7580x4,236,7,2,4596
h68r5twdkadk7580x4,236,8,1,2632
h68r5twdkadk7580x4,236,9,1,4171
h68r5twdkadk7580x4,236,10,2,2180
h68r5twdkadk7580x4,236,11,1,5367
h68r5twdkadk7580x4,236,12,1,2225
h68r5twdkadk7580x4,236,13,1,4906
h68r5twdkadk7580x4,236,14,2,3477
h68r5twdkadk7580x4,236,15,1,3228
h68r5twdkadk7580x4,236,16,2,5303
h68r5twdkadk7580x4,236,17,2,4566
h68r5twdkadk7580x4,236,18,1,4337
h68r5twdkadk7580x4,236,19,2,2888
h68r5twdkadk7580x4,236,20,1,4787
h68r5twdkadk7580x4,236,21,1,2641
h68r5twdkadk7580x4,236,22,1,3526
h68r5twdkadk7580x4,236,23,1,4173
h68r5twdkadk7580x4,236,24,1,1861
h68r5twdkadk7580x4,236,25,2,3899
hclyk4rxnvbx7ymqho,237,1,2,3018
hclyk4rxnvbx7ymqho,237,2,2,6318
hclyk4rxnvbx7ymqho,237,3,2,4573
hclyk4rxnvbx7ymqho,237,4,1,7111
hclyk4rxnvbx7ymqho,237,5,2,2237
hclyk4rxnvbx7ymqho,237,6,1,3091
hclyk4rxnvbx7ymqho,237,7,2,3440
hclyk4rxnvbx7ymqho,237,8,1,5026
hclyk4rxnvbx7ymqho,237,9,1,2726
hclyk4rxnvbx7ymqho,237,10,2,3565
hclyk4rxnvbx7ymqho,237,11,1,4692
hclyk4rxnvbx7ymqho,237,12,1,2936
hclyk4rxnvbx7ymqho,237,13,2,5927
hclyk4rxnvbx7ymqho,237,14,2,2435
hclyk4rxnvbx7ymqho,237,15,2,5097
hclyk4rxnvbx7ymqho,237,16,1,11900
hclyk4rxnvbx7ymqho,237,17,2,2939
hclyk4rxnvbx7ymqho,237,18,2,7303
hclyk4rxnvbx7ymqho,237,19,2,3378
hclyk4rxnvbx7ymqho,237,20,1,2647
hclyk4rxnvbx7ymqho,237,21,1,3325
hclyk4rxnvbx7ymqho,237,22,1,6013
hclyk4rxnvbx7ymqho,237,23,2,3856
hclyk4rxnvbx7ymqho,237,24,1,4222
hclyk4rxnvbx7ymqho,237,25,2,3627
hd4lw6vfgn9yt8yu4k,238,1,1,2167
hd4lw6vfgn9yt8yu4k,238,2,2,4006
hd4lw6vfgn9yt8yu4k,238,3,1,1928
hd4lw6vfgn9yt8yu4k,238,4,1,2286
hd4lw6vfgn9yt8yu4k,238,5,1,2846
hd4lw6vfgn9yt8yu4k,238,6,1,2632
hd4lw6vfgn9yt8yu4k,238,7,2,4593
hd4lw6vfgn9yt8yu4k,238,8,1,3438
hd4lw6vfgn9yt8yu4k,238,9,2,1790
hd4lw6vfgn9yt8yu4k,238,10,2,1997
hd4lw6vfgn9yt8yu4k,238,11,2,2190
hd4lw6vfgn9yt8yu4k,238,12,2,1885
hd4lw6vfgn9yt8yu4k,238,13,2,3915
hd4lw6vfgn9yt8yu4k,238,14,2,2696
hd4lw6vfgn9yt8yu4k,238,15,2,2879
hd4lw6vfgn9yt8yu4k,238,16,2,2123
hd4lw6vfgn9yt8yu4k,238,17,2,4233
hd4lw6vfgn9yt8yu4k,238,18,1,6977
hd4lw6vfgn9yt8yu4k,238,19,2,1986
hd4lw6vfgn9yt8yu4k,238,20,2,10626
hd4lw6vfgn9yt8yu4k,238,21,1,2879
hd4lw6vfgn9yt8yu4k,238,22,1,2774
hd4lw6vfgn9yt8yu4k,238,23,2,5659
hd4lw6vfgn9yt8yu4k,238,24,2,2644
hd4lw6vfgn9yt8yu4k,238,25,2,5040
hemebewz11mvc7adr8,239,1,2,4715
hemebewz11mvc7adr8,239,2,1,17268
hemebewz11mvc7adr8,239,3,1,8331
hemebewz11mvc7adr8,239,4,2,10821
hemebewz11mvc7adr8,239,5,1,7840
hemebewz11mvc7adr8,239,6,1,6518
hemebewz11mvc7adr8,239,7,2,5514
hemebewz11mvc7adr8,239,8,1,9143
hemebewz11mvc7adr8,239,9,1,6508
hemebewz11mvc7adr8,239,10,2,5823
hemebewz11mvc7adr8,239,11,2,4085
hemebewz11mvc7adr8,239,12,2,7045
hemebewz11mvc7adr8,239,13,2,8521
hemebewz11mvc7adr8,239,14,2,4051
hemebewz11mvc7adr8,239,15,1,6452
hemebewz11mvc7adr8,239,16,1,6972
hemebewz11mvc7adr8,239,17,2,6901
hemebewz11mvc7adr8,239,18,1,15738
hemebewz11mvc7adr8,239,19,2,6112
hemebewz11mvc7adr8,239,20,2,3049
hemebewz11mvc7adr8,239,21,2,9472
hemebewz11mvc7adr8,239,22,2,4703
hemebewz11mvc7adr8,239,23,1,9526
hemebewz11mvc7adr8,239,24,2,4962
hemebewz11mvc7adr8,239,25,2,7647
hgjrx7f102ug1nzy3a,240,1,2,1533
hgjrx7f102ug1nzy3a,240,2,1,2040
hgjrx7f102ug1nzy3a,240,3,2,1448
hgjrx7f102ug1nzy3a,240,4,1,2205
hgjrx7f102ug1nzy3a,240,5,2,1354
hgjrx7f102ug1nzy3a,240,6,1,1322
hgjrx7f102ug1nzy3a,240,7,2,1363
hgjrx7f102ug1nzy3a,240,8,1,1780
hgjrx7f102ug1nzy3a,240,9,2,1182
hgjrx7f102ug1nzy3a,240,10,2,1677
hgjrx7f102ug1nzy3a,240,11,1,1254
hgjrx7f102ug1nzy3a,240,12,2,1534
hgjrx7f102ug1nzy3a,240,13,1,2506
hgjrx7f102ug1nzy3a,240,14,2,1518
hgjrx7f102ug1nzy3a,240,15,2,3236
hgjrx7f102ug1nzy3a,240,16,2,1762
hgjrx7f102ug1nzy3a,240,17,1,1566
hgjrx7f102ug1nzy3a,240,18,2,1826
hgjrx7f102ug1nzy3a,240,19,2,1218
hgjrx7f102ug1nzy3a,240,20,1,1310
hgjrx7f102ug1nzy3a,240,21,1,1692
hgjrx7f102ug1nzy3a,240,22,1,1697
hgjrx7f102ug1nzy3a,240,23,2,2339
hgjrx7f102ug1nzy3a,240,24,1,1869
hgjrx7f102ug1nzy3a,240,25,2,1864
hgsopnfsrxs4x2e0bd,241,1,1,4913
hgsopnfsrxs4x2e0bd,241,2,2,3169
hgsopnfsrxs4x2e0bd,241,3,2,1742
hgsopnfsrxs4x2e0bd,241,4,2,3508
hgsopnfsrxs4x2e0bd,241,5,2,5654
hgsopnfsrxs4x2e0bd,241,6,2,1691
hgsopnfsrxs4x2e0bd,241,7,2,8637
hgsopnfsrxs4x2e0bd,241,8,2,8235
hgsopnfsrxs4x2e0bd,241,9,2,1559
hgsopnfsrxs4x2e0bd,241,10,2,1242
hgsopnfsrxs4x2e0bd,241,11,1,3267
hgsopnfsrxs4x2e0bd,241,12,1,2094
hgsopnfsrxs4x2e0bd,241,13,2,2585
hgsopnfsrxs4x2e0bd,241,14,2,4132
hgsopnfsrxs4x2e0bd,241,15,2,1841
hgsopnfsrxs4x2e0bd,241,16,2,2026
hgsopnfsrxs4x2e0bd,241,17,2,2602
hgsopnfsrxs4x2e0bd,241,18,2,2206
hgsopnfsrxs4x2e0bd,241,19,1,1360
hgsopnfsrxs4x2e0bd,241,20,1,7039
hgsopnfsrxs4x2e0bd,241,21,2,7891
hgsopnfsrxs4x2e0bd,241,22,2,5363
hgsopnfsrxs4x2e0bd,241,23,2,8748
hgsopnfsrxs4x2e0bd,241,24,2,1799
hgsopnfsrxs4x2e0bd,241,25,2,1031
hkm9g1urcsrx7dxz7s,242,1,1,2616
hkm9g1urcsrx7dxz7s,242,2,2,2616
hkm9g1urcsrx7dxz7s,242,3,2,2075
hkm9g1urcsrx7dxz7s,242,4,2,3336
hkm9g1urcsrx7dxz7s,242,5,2,2365
hkm9g1urcsrx7dxz7s,242,6,1,1703
hkm9g1urcsrx7dxz7s,242,7,2,2691
hkm9g1urcsrx7dxz7s,242,8,2,3166
hkm9g1urcsrx7dxz7s,242,9,2,4487
hkm9g1urcsrx7dxz7s,242,10,2,2968
hkm9g1urcsrx7dxz7s,242,11,1,2329
hkm9g1urcsrx7dxz7s,242,12,1,2182
hkm9g1urcsrx7dxz7s,242,13,1,2421
hkm9g1urcsrx7dxz7s,242,14,1,2879
hkm9g1urcsrx7dxz7s,242,15,2,1729
hkm9g1urcsrx7dxz7s,242,16,2,1938
hkm9g1urcsrx7dxz7s,242,17,1,4619
hkm9g1urcsrx7dxz7s,242,18,2,4235
hkm9g1urcsrx7dxz7s,242,19,1,2078
hkm9g1urcsrx7dxz7s,242,20,1,3594
hkm9g1urcsrx7dxz7s,242,21,2,4295
hkm9g1urcsrx7dxz7s,242,22,1,3483
